element,id,operator,railway,railway:signal:combined,railway:signal:direction,railway:signal:position,ref,description,note,geometry
node,10292393178,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4938486 52.5091508)
node,10292393179,DB Netz AG,signal,,forward,overhead,,Unknown,Unknown,POINT (13.4909638 52.5070283)
node,10292393181,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4901653 52.5065646)
node,10292393182,DB Netz AG,signal,,backward,left,,Unknown,"Hier steht eine Tafel mit den Buchstaben ""OB"" als Hinweis für die handbedienten Weichen im anschließenden Weichenbereich",POINT (13.4900996 52.506534)
node,10292393183,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4901038 52.5065358)
node,10292393190,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4925584 52.5077555)
node,10292393192,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4922392 52.5075623)
node,10292393193,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4920237 52.5075256)
node,10292393194,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4914041 52.5071976)
node,10292393197,DB Netz AG,signal,,backward,overhead,,Unknown,Unknown,POINT (13.4909977 52.5070009)
node,10292393198,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4902205 52.5065297)
node,10292393199,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.488065 52.4683954)
node,10292393200,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4874239 52.4687228)
node,10294263625,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4752177 52.5133756)
node,10294263627,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4677128 52.4985924)
node,10294263633,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4681164 52.4998358)
node,10294263637,DB Netz AG,signal,DE-ESO:ks,backward,left,6069,Unknown,Unknown,POINT (13.4691909 52.5024992)
node,10296033398,DB Netz AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4734666 52.5079169)
node,10296033399,DB Netz AG,signal,DE-ESO:ks,backward,bridge,6057,Unknown,Unknown,POINT (13.4741243 52.508607)
node,10296033400,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4745279 52.5090978)
node,10296033403,DB Netz AG,signal,DE-ESO:ks,forward,right,6089,Unknown,Unknown,POINT (13.4591408 52.4904472)
node,10296033404,DB Netz AG,signal,DE-ESO:ks,forward,right,1629,Unknown,Unknown,POINT (13.4594065 52.4906908)
node,10296033405,DB InfraGO AG,signal,,backward,right,,Unknown,Unknown,POINT (13.4739951 52.5165859)
node,10296033406,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.473932 52.5165721)
node,10296033407,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4738812 52.516016)
node,10296033408,DB Netz AG,signal,,backward,bridge,6048,Unknown,Unknown,POINT (13.4738472 52.5160748)
node,10296060409,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4740661 52.5159114)
node,10296060412,DB Netz AG,signal,,forward,right,,Unknown,"Hier steht eine Tafel mit den Buchstaben ""OB"" als Hinweis für die handbedienten Weichen im Talgowerk",POINT (13.475122 52.5147162)
node,10297674563,DB Netz AG,signal,,forward,right,06L 682Y,Unknown,Unknown,POINT (13.5241609 52.4817133)
node,10297674564,DB Netz AG,signal,DE-ESO:hl,backward,left,C,Unknown,Unknown,POINT (13.4821481 52.5059077)
node,10297674565,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4887574 52.5067201)
node,10299260607,DB Netz AG,signal,DE-ESO:ks,backward,right,1168,Unknown,Unknown,POINT (13.4915747 52.5069039)
node,10299278009,DB Netz AG,signal,DE-ESO:ks,forward,right,1165,Unknown,Unknown,POINT (13.4890719 52.5056344)
node,10299278034,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4670657 52.5033889)
node,10307451211,DB Netz AG,signal,DE-ESO:ks,forward,right,1177,Unknown,Unknown,POINT (13.4965391 52.5094439)
node,10307451212,DB Netz AG,signal,DE-ESO:ks,forward,right,1175,Unknown,Unknown,POINT (13.4948566 52.50854)
node,10307451213,DB Netz AG,signal,DE-ESO:ks,forward,right,1173,Unknown,Unknown,POINT (13.4937168 52.5079568)
node,10307451214,DB Netz AG,signal,DE-ESO:ks,forward,right,1166,Unknown,Unknown,POINT (13.4920909 52.5072539)
node,10557718781,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4951019 52.4949528)
node,10557718782,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.4950613 52.4949668)
node,10557718783,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.4959907 52.4947397)
node,10557718785,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.5023088 52.4919015)
node,10557718786,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5023178 52.4918996)
node,10557718787,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5140878 52.486735)
node,10557718788,DB Netz AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5173903 52.4847681)
node,10557718789,DB Netz AG,signal,,backward,left,,Unknown,Unknown,POINT (13.52188 52.4827018)
node,10557718808,DB Netz AG,signal,,forward,right,06L W693Y,Unknown,Unknown,POINT (13.5227752 52.4823469)
node,10659793602,DB InfraGO AG,signal,,backward,left,,Unknown,Unknown,POINT (13.3669518 52.4733667)
node,10659804393,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.3695237 52.4717916)
node,10659804397,DB InfraGO AG,signal,DE-ESO:ks,forward,right,770,Unknown,Unknown,POINT (13.3724166 52.4713875)
node,10659804419,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.36988 52.4720155)
node,10659804429,DB InfraGO AG,signal,DE-ESO:ks,forward,right,777,Unknown,Unknown,POINT (13.372701 52.47193)
node,10659804446,DB InfraGO AG,signal,DE-ESO:ks,backward,left,,Unknown,Unknown,POINT (13.3763499 52.4719071)
node,10659804449,DB InfraGO AG,signal,DE-ESO:ks,forward,right,774,Unknown,Unknown,POINT (13.3678047 52.4726382)
node,10659804487,DB InfraGO AG,signal,DE-ESO:ks,forward,right,783,Unknown,Unknown,POINT (13.3673303 52.4733307)
node,10693747793,DB Netz AG,signal,DE-ESO:ks,forward,right,,Unknown,Unknown,POINT (13.4833137 52.5025201)
node,10693747794,DB Netz AG,signal,DE-ESO:ks,backward,left,,Unknown,Unknown,POINT (13.4833778 52.5025287)
node,10710956165,,signal,DE-ESO:ks,forward,right,,Unknown,Unknown,POINT (13.33061 52.5990758)
node,10710956166,,signal,DE-ESO:ks,forward,right,,Unknown,Unknown,POINT (13.3260102 52.6022053)
node,10713172873,,signal,,forward,right,,Unknown,Unknown,POINT (13.6018277 52.3906491)
node,10713172874,,signal,,,bridge,39 05,Unknown,Unknown,POINT (13.6033127 52.3896796)
node,10713172875,,signal,,backward,bridge,,Unknown,Unknown,POINT (13.6032642 52.3896556)
node,10713172876,,signal,,forward,right,,Unknown,Unknown,POINT (13.6033179 52.3896716)
node,10713172877,,signal,DE-ESO:ks,forward,right,1830,Unknown,Unknown,POINT (13.6048429 52.3875517)
node,10713172878,,signal,,backward,left,,Unknown,Unknown,POINT (13.6052832 52.3866205)
node,10713172879,,signal,,backward,bridge,,Unknown,Unknown,POINT (13.6065413 52.3846656)
node,10713172880,,signal,DE-ESO:ks,backward,bridge,39 10,Unknown,Unknown,POINT (13.6064945 52.3846385)
node,10713172881,DB Netz,signal,DE-ESO:ks,forward,right,39 20,Unknown,"zeigt ""10"" und ""L"" für eine Fahrstrasse zum Flughafen",POINT (13.6065527 52.3846479)
node,10713172882,,signal,,both,right,,Unknown,Unknown,POINT (13.6071212 52.3839109)
node,10713172883,,signal,,backward,right,,Unknown,Unknown,POINT (13.6074211 52.3835506)
node,10713172884,,signal,DE-ESO:ks,backward,right,,Unknown,Unknown,POINT (13.6102226 52.3791858)
node,10713172885,,signal,DE-ESO:ks,forward,right,1833,Unknown,Unknown,POINT (13.6101664 52.3791749)
node,10713172886,,signal,DE-ESO:ks,forward,right,,Unknown,Unknown,POINT (13.6104873 52.3787751)
node,10713172887,,signal,,backward,bridge,39 21,Unknown,Unknown,POINT (13.6118405 52.376434)
node,10713172888,,signal,,backward,right,,Unknown,Unknown,POINT (13.6123354 52.3758946)
node,10713172889,,signal,,forward,right,,Unknown,Unknown,POINT (13.6122791 52.3758861)
node,10713172890,,signal,,backward,left,,Unknown,Unknown,POINT (13.6122267 52.3758338)
node,10716372581,,signal,,forward,right,39 P102,Unknown,Unknown,POINT (13.5781835 52.4092149)
node,10716372582,,signal,,forward,right,,Unknown,Unknown,POINT (13.5785367 52.4090475)
node,10716372583,,signal,,forward,right,,Unknown,Unknown,POINT (13.5792462 52.4085526)
node,10716372584,,signal,,backward,left,,Unknown,Unknown,POINT (13.582369 52.4077447)
node,10716372585,,signal,,backward,left,,Unknown,Unknown,POINT (13.5823288 52.4077251)
node,10716372586,,signal,,forward,right,,Unknown,Unknown,POINT (13.5813604 52.4081195)
node,10716372587,,signal,,forward,right,,Unknown,Unknown,POINT (13.5810897 52.4080868)
node,10716372588,,signal,DE-ESO:ks,backward,left,91 1815,Unknown,Unknown,POINT (13.5812644 52.4076771)
node,10716372589,,signal,DE-ESO:ks,forward,right,91 1817,Unknown,Unknown,POINT (13.5811745 52.4076297)
node,10716372590,,signal,DE-ESO:ks,backward,left,91 1818,Unknown,Unknown,POINT (13.5815171 52.4073983)
node,10716372591,,signal,DE-ESO:ks,forward,right,91 1820,Unknown,Unknown,POINT (13.5826678 52.4067071)
node,10716372592,,signal,,backward,left,,Unknown,Unknown,POINT (13.5830421 52.4062899)
node,10716372593,,signal,,backward,left,,Unknown,Unknown,POINT (13.5830876 52.4063258)
node,10716372594,,signal,,backward,left,,Unknown,Unknown,POINT (13.5834401 52.4063568)
node,10716372595,,signal,,both,in_track,,Unknown,Unknown,POINT (13.5826022 52.4069239)
node,10716372596,,signal,,forward,right,,Unknown,Unknown,POINT (13.5840087 52.4058663)
node,10716372597,,signal,,backward,left,,Unknown,Unknown,POINT (13.5844048 52.4058245)
node,10716372598,,signal,,forward,right,,Unknown,Unknown,POINT (13.5844193 52.406311)
node,10716372599,,signal,,forward,right,,Unknown,Unknown,POINT (13.584384 52.4062822)
node,10716372600,,signal,,forward,right,,Unknown,Unknown,POINT (13.5841513 52.4062535)
node,10716372601,,signal,,forward,right,,Unknown,Unknown,POINT (13.5841097 52.4062405)
node,10716372602,,signal,,forward,right,,Unknown,Unknown,POINT (13.5843209 52.4057651)
node,10716372603,,signal,,forward,right,,Unknown,Unknown,POINT (13.5839941 52.4052842)
node,10716372604,,signal,,forward,right,,Unknown,Unknown,POINT (13.5840434 52.4053099)
node,10716421505,,signal,,backward,right,,Unknown,Unknown,POINT (13.5859202 52.404577)
node,10716421506,,signal,,backward,right,,Unknown,Unknown,POINT (13.5859042 52.4045669)
node,10716421507,,signal,,forward,right,,Unknown,Unknown,POINT (13.5859436 52.4045862)
node,10716421508,,signal,,backward,left,,Unknown,Unknown,POINT (13.5873684 52.403497)
node,10716421509,,signal,,forward,right,,Unknown,Unknown,POINT (13.5875659 52.4035119)
node,10716421510,,signal,,backward,right,,Unknown,Unknown,POINT (13.587502 52.4034807)
node,10716421511,,signal,,backward,right,,Unknown,Unknown,POINT (13.5877056 52.4034188)
node,10716421512,,signal,,forward,right,,Unknown,Unknown,POINT (13.5876463 52.4033847)
node,10716421513,,signal,DE-ESO:ks,forward,right,91 1821,Unknown,Unknown,POINT (13.5877831 52.4032936)
node,10716421514,,signal,DE-ESO:ks,backward,bridge,39 ZU121,Unknown,Unknown,POINT (13.5887185 52.4025448)
node,10716421515,,signal,DE-ESO:ks,forward,right,39 ZU122,Unknown,Unknown,POINT (13.5887678 52.4025674)
node,10716421516,,signal,,backward,left,,Unknown,Unknown,POINT (13.5890189 52.4024008)
node,10716421517,,signal,,backward,right,,Unknown,Unknown,POINT (13.5893351 52.4023336)
node,10716421518,,signal,,forward,right,,Unknown,Unknown,POINT (13.5892741 52.4023013)
node,10716421519,,signal,,backward,left,,Unknown,Unknown,POINT (13.5892228 52.4022082)
node,10716421520,,signal,,forward,right,,Unknown,Unknown,POINT (13.5892726 52.4022325)
node,10716421521,,signal,DE-ESO:ks,backward,bridge,39 N122,Unknown,Unknown,POINT (13.5913031 52.4008831)
node,10716421522,,signal,DE-ESO:ks,backward,left,91 1822,Unknown,Unknown,POINT (13.5920015 52.4004861)
node,10716421523,,signal,DE-ESO:ks,forward,right,91 1824,Unknown,Unknown,POINT (13.5920595 52.400519)
node,10716421524,,signal,,backward,bridge,,Unknown,Unknown,POINT (13.5964581 52.3974585)
node,10716421525,,signal,DE-ESO:ks,backward,bridge,39 G,Unknown,Unknown,POINT (13.5964243 52.3974232)
node,10716421526,,signal,DE-ESO:ks,forward,right,39 H,Unknown,Unknown,POINT (13.5964728 52.3974486)
node,10716421527,,signal,,backward,bridge,,Unknown,Unknown,POINT (13.5981611 52.396184)
node,10716421528,,signal,DE-ESO:ks,forward,right,1825,Unknown,Unknown,POINT (13.5987059 52.3958795)
node,10716421529,,signal,DE-ESO:ks,forward,right,1824,Unknown,Unknown,POINT (13.598908 52.395764)
node,10716421530,,signal,,backward,left,,Unknown,Unknown,POINT (13.5988556 52.3957486)
node,10716421531,,signal,,forward,right,,Unknown,Unknown,POINT (13.5987202 52.3957809)
node,10716421532,,signal,,forward,right,,Unknown,Unknown,POINT (13.6009048 52.3933695)
node,10716421533,,signal,,backward,left,,Unknown,Unknown,POINT (13.6008337 52.3933519)
node,10716431033,,signal,,backward,left,,Unknown,Unknown,POINT (13.5774742 52.4104973)
node,10716431034,,signal,,backward,left,,Unknown,Unknown,POINT (13.5778997 52.4102106)
node,10716431035,,signal,,backward,left,,Unknown,Unknown,POINT (13.5782977 52.4098941)
node,10716431036,,signal,,backward,left,,Unknown,Unknown,POINT (13.5787776 52.4096907)
node,10716431037,,signal,,backward,left,,Unknown,Unknown,POINT (13.5787409 52.4096641)
node,10716431038,,signal,,backward,left,,Unknown,Unknown,POINT (13.5784633 52.4096227)
node,10716431039,,signal,,backward,left,,Unknown,Unknown,POINT (13.5783934 52.4095961)
node,10716549972,,signal,,forward,left,,Unknown,Unknown,POINT (13.5744444 52.4119729)
node,10716549973,,signal,,backward,right,,Unknown,Unknown,POINT (13.5761562 52.4106665)
node,10716549974,,signal,,forward,right,39 P101,Unknown,Unknown,POINT (13.5766772 52.4103303)
node,10716549975,,signal,,backward,left,,Unknown,Unknown,POINT (13.577062 52.409918)
node,10716791918,,signal,DE-ESO:ks,backward,left,91 1807,Unknown,"Zp 8 , Zp 9 und Zs 11 befinden sich gemeinsam in einem Signalschirm",POINT (13.5753389 52.4118085)
node,10716791919,,signal,DE-ESO:ks,backward,right,91 1809,Unknown,"Zp 8 , Zp 9 und Zs 11 befinden sich gemeinsam in einem Signalschirm",POINT (13.5751842 52.411722)
node,10716791920,,signal,DE-ESO:ks,forward,right,91 1811,Unknown,"Zp 8 , Zp 9 und Zs 11 befinden sich gemeinsam in einem Signalschirm",POINT (13.5750022 52.4118046)
node,10716791921,,signal,,forward,left,,Unknown,Unknown,POINT (13.57358 52.4129425)
node,10716791922,,signal,,backward,left,,Unknown,Unknown,POINT (13.5735314 52.412918)
node,10716791923,DB Netz AG,signal,DE-ESO:ks,forward,right,91 1812,Unknown,Unknown,POINT (13.5729432 52.4134112)
node,10716791924,DB Netz AG,signal,DE-ESO:ks,backward,right,91 1810,Unknown,Unknown,POINT (13.5728878 52.4133842)
node,10716791925,DB Netz AG,signal,DE-ESO:ks,forward,left,91 1814,Unknown,Unknown,POINT (13.5735798 52.4131357)
node,10716791926,,signal,,forward,right,,Unknown,Unknown,POINT (13.5737415 52.4130141)
node,10716791927,,signal,,forward,right,,Unknown,Unknown,POINT (13.5801959 52.4086785)
node,10716791928,,signal,,forward,right,,Unknown,Unknown,POINT (13.5801556 52.4086499)
node,10716791929,,signal,,forward,right,,Unknown,Unknown,POINT (13.5765641 52.4106742)
node,10716791930,,signal,DE-ESO:ks,forward,left,91 1813,Unknown,"Zp 8 , Zp 9 und Zs 11 befinden sich gemeinsam in einem Signalschirm",POINT (13.5748222 52.4117458)
node,10716791931,,signal,,backward,left,,Unknown,Unknown,POINT (13.5748101 52.41201)
node,10716791932,,signal,,forward,left,,Unknown,Unknown,POINT (13.5747612 52.4119887)
node,10716791933,,signal,,forward,right,,Unknown,Unknown,POINT (13.5745947 52.4119168)
node,10716791934,,signal,,backward,left,,Unknown,Unknown,POINT (13.5747188 52.4120797)
node,10716791935,,signal,,forward,left,,Unknown,Unknown,POINT (13.5746705 52.4120572)
node,10716791936,,signal,,forward,right,,Unknown,Unknown,POINT (13.5745073 52.4119835)
node,10716791937,,signal,,backward,left,,Unknown,Unknown,POINT (13.5744647 52.4122722)
node,10716791938,,signal,,forward,left,,Unknown,Unknown,POINT (13.5744157 52.4122495)
node,10716791939,,signal,,forward,right,,Unknown,Unknown,POINT (13.5742347 52.4121896)
node,10716791940,DB Netz AG,signal,DE-ESO:ks,backward,left,91 1808,Unknown,Unknown,POINT (13.5727615 52.4133124)
node,10716791941,,signal,DE-ESO:ks,forward,right,91 1805,Unknown,Unknown,POINT (13.5709289 52.4146791)
node,10716791942,,signal,DE-ESO:ks,backward,left,39 ZR102,Unknown,Unknown,POINT (13.5739425 52.4123487)
node,10716791943,,signal,,backward,left,,Unknown,Unknown,POINT (13.5744183 52.4118571)
node,10717679758,,signal,,backward,right,,Unknown,Unknown,POINT (13.5578713 52.4526349)
node,10717679759,,signal,,forward,right,,Unknown,Unknown,POINT (13.5577963 52.4526325)
node,10717679760,,signal,DE-ESO:ks,backward,right,8816,Unknown,Unknown,POINT (13.5584788 52.44716)
node,10717679761,,signal,DE-ESO:ks,forward,right,8826,Unknown,Unknown,POINT (13.5583964 52.4471599)
node,10717679762,,signal,,backward,left,,Unknown,Unknown,POINT (13.5587468 52.443113)
node,10717679763,,signal,DE-ESO:ks,forward,right,8835,Unknown,Unknown,POINT (13.5589732 52.4410463)
node,10717679764,,signal,,forward,right,,Unknown,Unknown,POINT (13.5595383 52.4405164)
node,10717679765,,signal,,forward,right,,Unknown,Unknown,POINT (13.5600186 52.4395143)
node,10717679766,,signal,,forward,right,,Unknown,Unknown,POINT (13.5599587 52.4395035)
node,10717679767,,signal,,backward,right,,Unknown,Unknown,POINT (13.5599894 52.4394489)
node,10717679768,,signal,,forward,right,,Unknown,Unknown,POINT (13.5600469 52.4394643)
node,10717679769,,signal,,backward,right,,Unknown,Unknown,POINT (13.5604705 52.438783)
node,10717679772,,signal,DE-ESO:ks,backward,right,8812,Unknown,Unknown,POINT (13.5616731 52.4371367)
node,10717679773,,signal,DE-ESO:ks,forward,right,8822,Unknown,Unknown,POINT (13.5616109 52.4371221)
node,10717679774,,signal,DE-ESO:ks,backward,right,8821,Unknown,Unknown,POINT (13.5632723 52.4330478)
node,10717679775,,signal,DE-ESO:ks,forward,right,8811,Unknown,Unknown,POINT (13.5633367 52.4330523)
node,10717679776,,signal,,backward,right,,Unknown,Unknown,POINT (13.5633451 52.4321558)
node,10717679777,,signal,,forward,right,,Unknown,Unknown,POINT (13.5634246 52.4320613)
node,10717679778,,signal,,forward,right,,Unknown,Unknown,POINT (13.5631956 52.429866)
node,10717679779,,signal,,forward,right,,Unknown,Unknown,POINT (13.5630321 52.4289847)
node,10717679780,,signal,DE-ESO:ks,backward,right,8712,Unknown,Unknown,POINT (13.5628054 52.4281601)
node,10717679781,,signal,DE-ESO:ks,forward,right,8722,Unknown,Unknown,POINT (13.562742 52.4281689)
node,10717679782,,signal,,backward,right,,Unknown,Unknown,POINT (13.5618849 52.426417)
node,10717679783,,signal,,forward,right,,Unknown,Unknown,POINT (13.561435 52.4257535)
node,10717679784,,signal,,forward,right,,Unknown,Unknown,POINT (13.5614316 52.4254602)
node,10717679785,,signal,,backward,right,,Unknown,Unknown,POINT (13.5603468 52.4233788)
node,10717679786,,signal,,backward,left,,Unknown,Unknown,POINT (13.56036 52.4216805)
node,10717679787,,signal,DE-ESO:ks,forward,right,8731,Unknown,Unknown,POINT (13.5605704 52.4212044)
node,10717679788,,signal,DE-ESO:ks,forward,right,91 1803,Unknown,Unknown,POINT (13.5663786 52.4172806)
node,10717679790,,signal,,forward,right,,Unknown,Unknown,POINT (13.5655663 52.4177349)
node,10717679791,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5634219 52.4197054)
node,10717679792,,signal,,forward,right,,Unknown,Unknown,POINT (13.5627982 52.4200741)
node,10717679793,DB InfraGO AG,signal,,forward,right,,Unknown,Unknown,POINT (13.5677361 52.4167173)
